date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:50:12	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/faq	/home/dick/websites/dede/one.open-int-bank.com/faq.2bb.delayed	(from https://one.open-int-bank.com/sk/faq)
08:50:12	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/privacy-policy	/home/dick/websites/dede/one.open-int-bank.com/privacy-policy.2bc.delayed	(from https://one.open-int-bank.com/sk/privacy-policy)
08:50:12	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/request-form	/home/dick/websites/dede/one.open-int-bank.com/request-form.2bd.delayed	(from https://one.open-int-bank.com/sk/request-form)
08:50:12	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/banking/current-account	/home/dick/websites/dede/one.open-int-bank.com/banking/current-account.2be.delayed	(from https://one.open-int-bank.com/sl/banking/current-account)
08:50:12	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/banking/saving-account	/home/dick/websites/dede/one.open-int-bank.com/banking/saving-account.2bf.delayed	(from https://one.open-int-bank.com/sl/banking/saving-account)
08:50:12	466/466	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:50:12%20GMT	https://one.open-int-bank.com/banking/mobile-banking	/home/dick/websites/dede/one.open-int-bank.com/banking/mobile-banking	(from https://one.open-int-bank.com/sl/banking/mobile-banking)
08:50:13	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/loans-and-credits	/home/dick/websites/dede/one.open-int-bank.com/loans-and-credits.2c1.delayed	(from https://one.open-int-bank.com/sl/loans-and-credits)
08:50:13	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/investment	/home/dick/websites/dede/one.open-int-bank.com/investment.2c2.delayed	(from https://one.open-int-bank.com/sl/investment)
08:50:13	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/credit-card	/home/dick/websites/dede/one.open-int-bank.com/credit-card.2c3.delayed	(from https://one.open-int-bank.com/sl/credit-card)
08:50:13	3265/3265	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Dec%202022%2007:50:13%20GMT	https://one.open-int-bank.com/sl/password/reset	/home/dick/websites/dede/one.open-int-bank.com/sl/password/reset.html	(from https://one.open-int-bank.com/sl/login)
08:50:14	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/faq	/home/dick/websites/dede/one.open-int-bank.com/faq.2c5.delayed	(from https://one.open-int-bank.com/sl/faq)
08:50:14	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/privacy-policy	/home/dick/websites/dede/one.open-int-bank.com/privacy-policy.2c6.delayed	(from https://one.open-int-bank.com/sl/privacy-policy)
08:50:14	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/request-form	/home/dick/websites/dede/one.open-int-bank.com/request-form.2c7.delayed	(from https://one.open-int-bank.com/sl/request-form)
08:50:14	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/banking/current-account	/home/dick/websites/dede/one.open-int-bank.com/banking/current-account.2c8.delayed	(from https://one.open-int-bank.com/sv/banking/current-account)
08:50:14	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/banking/saving-account	/home/dick/websites/dede/one.open-int-bank.com/banking/saving-account.2c9.delayed	(from https://one.open-int-bank.com/sv/banking/saving-account)
08:50:14	466/466	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:50:14%20GMT	https://one.open-int-bank.com/banking/mobile-banking	/home/dick/websites/dede/one.open-int-bank.com/banking/mobile-banking	(from https://one.open-int-bank.com/sv/banking/mobile-banking)
